System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
13:17:32:846, 36471226719225,   16.071,   44.000, 3400,  13.163, 153.937,  42.760,   9.596,  96.180,  26.717, 56,  0,   0.000,   0.000,   0.000,   0.662,   8.577,   2.382,  24.000,  51.000, 105.000,   0.000,   0.000,  306,  56.425
13:17:32:970, 36471525605345,   16.194,   35.000, 2000,   7.174, 154.823,  43.006,   2.922,  96.541,  26.817, 53,  0,   0.000,   0.000,   0.000,   0.101,   8.589,   2.386,  24.000,  51.000, 105.000,   0.000,   0.000,  238,  52.850
13:17:33:095, 36471828482989,   16.320,   36.000, 1400,   6.676, 155.659,  43.239,   3.253,  96.948,  26.930, 53,  0,   0.000,   0.000,   0.000,   0.099,   8.602,   2.389,  24.000,  51.000, 105.000,   0.000,   0.000,   42,  62.716
13:17:33:235, 36472166132881,   16.459,   42.000, 3800,  13.073, 157.484,  43.745,   8.868,  98.186,  27.274, 56,  0,   0.000,   0.000,   0.000,   0.422,   8.660,   2.406,  24.000,  51.000, 105.000,   0.000,   0.000,  270,  58.911
13:17:33:360, 36472470201043,   16.585,   39.000, 3800,  15.954, 159.489,  44.302,  11.729,  99.660,  27.683, 62,  0,   0.000,   0.000,   0.000,   0.272,   8.695,   2.415,  24.000,  51.000, 105.000,   0.000,   0.000,  107,  82.144
13:17:33:500, 36472807590401,   16.724,   33.000, 3800,  10.493, 160.952,  44.709,   6.372, 100.549,  27.930, 56,  0,   0.000,   0.000,   0.000,   0.297,   8.736,   2.427,  24.000,  51.000, 105.000,   0.000,   0.000,  140,  83.222
13:17:33:656, 36473185364835,   16.881,   32.000, 3800,   9.816, 162.485,  45.135,   6.586, 101.577,  28.216, 54,  0,   0.000,   0.000,   0.000,   0.115,   8.754,   2.432,  24.000,  51.000, 105.000,   0.000,   0.000,  148,  40.355
13:17:33:782, 36473489549766,   17.006,   39.000, 3800,  15.574, 164.443,  45.679,  12.357, 103.131,  28.647, 57,  0,   0.000,   0.000,   0.000,   0.104,   8.767,   2.435,  24.000,  51.000, 105.000,   0.000,   0.000,  112,  54.929
13:17:33:889, 36473748150610,   17.113,   41.000, 3800,  19.698, 166.549,  46.264,  15.124, 104.747,  29.097, 59,  0,   0.000,   0.000,   0.000,   0.034,   8.771,   2.436,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  89.844
13:17:33:997, 36474010151207,   17.221,   30.000, 2900,   7.990, 167.414,  46.504,   4.877, 105.276,  29.243, 57,  0,   0.000,   0.000,   0.000,   0.104,   8.782,   2.439,  24.000,  51.000, 105.000,   0.000,   0.000,   67,  92.635
13:17:34:138, 36474350595235,   17.362,   43.000, 2900,   8.536, 168.615,  46.838,   5.258, 106.016,  29.449, 55,  0,   0.000,   0.000,   0.000,   0.165,   8.805,   2.446,  24.000,  51.000, 105.000,   0.000,   0.000,  184,  67.751
13:17:34:261, 36474650092104,   17.486,   29.000, 1400,   6.474, 169.417,  47.060,   3.711, 106.475,  29.576, 53,  0,   0.000,   0.000,   0.000,   0.175,   8.827,   2.452,  24.000,  51.000, 105.000,   0.000,   0.000,  197,  60.345
13:17:34:385, 36474949029457,   17.610,   34.000, 1400,   5.265, 170.068,  47.241,   2.716, 106.811,  29.670, 53,  0,   0.000,   0.000,   0.000,   0.043,   8.832,   2.453,  24.000,  51.000, 105.000,   0.000,   0.000,   71,  60.653
13:17:34:509, 36475249665828,   17.734,   40.000, 1300,   6.652, 170.894,  47.471,   3.950, 107.301,  29.806, 52,  0,   0.000,   0.000,   0.000,   0.079,   8.842,   2.456,  24.000,  51.000, 105.000,   0.000,   0.000,   76,  89.143
13:17:34:633, 36475549082558,   17.858,   41.000, 1800,   5.427, 171.566,  47.657,   2.830, 107.652,  29.903, 52,  0,   0.000,   0.000,   0.000,   0.111,   8.856,   2.460,  24.000,  51.000, 105.000,   0.000,   0.000,  160,  54.992
13:17:34:742, 36475813854747,   17.967,   43.000, 2300,   5.896, 172.211,  47.836,   2.249, 107.898,  29.972, 52,  0,   0.000,   0.000,   0.000,   0.073,   8.864,   2.462,  24.000,  51.000, 105.000,   0.000,   0.000,  162,  55.482
13:17:34:868, 36476116295502,   18.092,   44.000, 3800,  13.468, 173.895,  48.304,  10.148, 109.167,  30.324, 56,  0,   0.000,   0.000,   0.000,   0.059,   8.871,   2.464,  24.000,  51.000, 105.000,   0.000,   0.000,   48,  78.014
13:17:35:001, 36476438910719,   18.225,   36.000, 2500,   6.998, 174.828,  48.563,   3.701, 109.660,  30.461, 53,  0,   0.000,   0.000,   0.000,   0.032,   8.875,   2.465,  24.000,  51.000, 105.000,   0.000,   0.000,   25,  88.370
13:17:35:149, 36476798089066,   18.374,   33.000, 3300,   9.821, 176.286,  48.968,   7.058, 110.708,  30.752, 57,  0,   0.000,   0.000,   0.000,   0.163,   8.899,   2.472,  24.000,  51.000, 105.000,   0.000,   0.000,  113,  84.242
13:17:35:289, 36477135646570,   18.513,   40.000, 3800,  15.681, 178.474,  49.576,  12.675, 112.476,  31.243, 60,  0,   0.000,   0.000,   0.000,   0.151,   8.921,   2.478,  24.000,  51.000, 105.000,   0.000,   0.000,  196,  51.731
13:17:35:397, 36477396624012,   18.621,   38.000, 2900,  15.562, 180.153,  50.042,  11.629, 113.731,  31.592, 60,  0,   0.000,   0.000,   0.000,   0.259,   8.948,   2.486,  24.000,  51.000, 105.000,   0.000,   0.000,  148,  55.276
13:17:35:505, 36477658695076,   18.730,   32.000, 2100,   6.811, 180.891,  50.247,   4.234, 114.190,  31.719, 54,  0,   0.000,   0.000,   0.000,   0.021,   8.951,   2.486,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  95.356
13:17:35:629, 36477957663906,   18.853,   37.000, 1400,   6.179, 181.654,  50.460,   2.954, 114.555,  31.821, 52,  0,   0.000,   0.000,   0.000,   0.026,   8.954,   2.487,  24.000,  51.000, 105.000,   0.000,   0.000,   34,  89.258
13:17:35:767, 36478292468079,   18.992,   23.000, 1400,   5.666, 182.438,  50.677,   3.021, 114.973,  31.937, 52,  0,   0.000,   0.000,   0.000,   0.153,   8.975,   2.493,  24.000,  51.000, 105.000,   0.000,   0.000,  219,  55.869
13:17:35:908, 36478632283894,   19.132,   36.000, 1300,   6.248, 183.316,  50.921,   2.933, 115.385,  32.051, 52,  0,   0.000,   0.000,   0.000,   0.135,   8.994,   2.498,  24.000,  51.000, 105.000,   0.000,   0.000,  178,  54.575
13:17:36:033, 36478934847802,   19.257,   36.000, 1400,   6.483, 184.127,  51.146,   3.172, 115.782,  32.162, 52,  0,   0.000,   0.000,   0.000,   0.042,   8.999,   2.500,  24.000,  51.000, 105.000,   0.000,   0.000,   81,  87.071
13:17:36:157, 36479235185021,   19.381,   40.000, 1400,   6.850, 184.977,  51.383,   2.810, 116.131,  32.258, 51,  0,   0.000,   0.000,   0.000,   0.052,   9.006,   2.502,  24.000,  51.000, 105.000,   0.000,   0.000,   85,  87.698
13:17:36:282, 36479539101378,   19.507,   38.000, 2600,   6.218, 185.759,  51.600,   3.349, 116.551,  32.375, 52,  0,   0.000,   0.000,   0.000,   0.053,   9.012,   2.503,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  95.917
13:17:36:406, 36479837578532,   19.630,   35.000, 2800,   5.769, 186.470,  51.797,   2.623, 116.875,  32.465, 52,  0,   0.000,   0.000,   0.000,   0.166,   9.033,   2.509,  24.000,  51.000, 105.000,   0.000,   0.000,  187,  64.506
13:17:36:548, 36480180808366,   19.772,   31.000, 3200,   8.799, 187.719,  52.144,   6.107, 117.741,  32.706, 56,  0,   0.000,   0.000,   0.000,   0.035,   9.038,   2.510,  24.000,  51.000, 105.000,   0.000,   0.000,   48,  63.272
13:17:36:704, 36480559100681,   19.929,   38.000, 3800,  11.752, 189.556,  52.655,   9.013, 119.151,  33.097, 58,  0,   0.000,   0.000,   0.000,   0.039,   9.044,   2.512,  24.000,  51.000, 105.000,   0.000,   0.000,   16,  95.838
13:17:36:828, 36480858342958,   20.052,   37.000, 2900,  16.324, 191.576,  53.215,  13.409, 120.809,  33.558, 58,  0,   0.000,   0.000,   0.000,   0.055,   9.051,   2.514,  24.000,  51.000, 105.000,   0.000,   0.000,   38,  89.989
13:17:36:953, 36481161108389,   20.177,   39.000, 1400,   6.088, 192.337,  53.427,   3.474, 121.244,  33.679, 52,  0,   0.000,   0.000,   0.000,   0.078,   9.060,   2.517,  24.000,  51.000, 105.000,   0.000,   0.000,  123,  79.573
13:17:37:077, 36481460388659,   20.301,   36.000, 3800,   8.422, 193.379,  53.716,   4.923, 121.853,  33.848, 59,  0,   0.000,   0.000,   0.000,   0.113,   9.074,   2.521,  24.000,  51.000, 105.000,   0.000,   0.000,  160,  75.521
13:17:37:201, 36481762164529,   20.426,   35.000, 2600,  11.572, 194.823,  54.117,   8.653, 122.933,  34.148, 56,  0,   0.000,   0.000,   0.000,   0.120,   9.089,   2.525,  24.000,  51.000, 105.000,   0.000,   0.000,  155,  75.576
13:17:37:326, 36482063358682,   20.550,   24.000, 1500,   8.172, 195.840,  54.400,   4.796, 123.530,  34.314, 53,  0,   0.000,   0.000,   0.000,   0.065,   9.097,   2.527,  24.000,  51.000, 105.000,   0.000,   0.000,   76,  73.090
13:17:37:452, 36482368974687,   20.677,   29.000, 1300,   6.699, 196.687,  54.635,   3.500, 123.972,  34.437, 52,  0,   0.000,   0.000,   0.000,   0.085,   9.108,   2.530,  24.000,  51.000, 105.000,   0.000,   0.000,   35,  90.250
13:17:37:577, 36482671180100,   20.802,   39.000, 1300,   7.042, 197.566,  54.880,   4.284, 124.507,  34.585, 53,  0,   0.000,   0.000,   0.000,   0.132,   9.125,   2.535,  24.000,  51.000, 105.000,   0.000,   0.000,  186,  64.806
13:17:37:686, 36482934003918,   20.910,   43.000, 2900,   6.598, 198.283,  55.079,   3.214, 124.856,  34.682, 52,  0,   0.000,   0.000,   0.000,   0.026,   9.128,   2.535,  24.000,  51.000, 105.000,   0.000,   0.000,   45,  76.899
13:17:37:794, 36483196345332,   21.019,   36.000, 1800,   4.576, 198.779,  55.217,   2.063, 125.080,  34.744, 52,  0,   0.000,   0.000,   0.000,   0.056,   9.134,   2.537,  24.000,  51.000, 105.000,   0.000,   0.000,   23,  91.036
13:17:37:934, 36483534568905,   21.158,   32.000, 3800,   8.594, 199.981,  55.550,   5.852, 125.898,  34.972, 54,  0,   0.000,   0.000,   0.000,   0.126,   9.151,   2.542,  24.000,  51.000, 105.000,   0.000,   0.000,  161,  71.136
13:17:38:075, 36483876283850,   21.300,   35.000, 3800,  13.577, 201.899,  56.083,  10.752, 127.417,  35.394, 58,  0,   0.000,   0.000,   0.000,   0.134,   9.170,   2.547,  24.000,  51.000, 105.000,   0.000,   0.000,  192,  73.113
13:17:38:183, 36484135917445,   21.407,   35.000, 2900,  15.996, 203.615,  56.560,  13.109, 128.824,  35.784, 61,  0,   0.000,   0.000,   0.000,   0.030,   9.173,   2.548,  24.000,  51.000, 105.000,   0.000,   0.000,   53,  80.757
13:17:38:306, 36484434431564,   21.530,   36.000, 2100,  12.136, 205.113,  56.976,   8.551, 129.879,  36.078, 53,  0,   0.000,   0.000,   0.000,   0.096,   9.185,   2.551,  24.000,  51.000, 105.000,   0.000,   0.000,   67,  89.958
13:17:38:428, 36484730381882,   21.653,   41.000, 1600,   5.920, 205.837,  57.177,   3.189, 130.269,  36.186, 52,  0,   0.000,   0.000,   0.000,   0.138,   9.202,   2.556,  24.000,  51.000, 105.000,   0.000,   0.000,  251,  55.640
13:17:38:553, 36485032025073,   21.777,   35.000, 1700,   6.384, 206.633,  57.398,   2.994, 130.643,  36.290, 52,  0,   0.000,   0.000,   0.000,   0.158,   9.222,   2.562,  24.000,  51.000, 105.000,   0.000,   0.000,  147,  61.681
13:17:38:678, 36485335103930,   21.903,   43.000, 1800,   4.732, 207.226,  57.563,   2.194, 130.917,  36.366, 52,  0,   0.000,   0.000,   0.000,   0.040,   9.227,   2.563,  24.000,  51.000, 105.000,   0.000,   0.000,   72,  81.051
13:17:38:802, 36485635796397,   22.027,   35.000, 1300,   5.895, 207.959,  57.766,   2.869, 131.274,  36.465, 52,  0,   0.000,   0.000,   0.000,   0.020,   9.229,   2.564,  24.000,  51.000, 105.000,   0.000,   0.000,   33,  90.010
13:17:38:925, 36485931911865,   22.149,   45.000, 2000,   6.596, 208.766,  57.991,   2.699, 131.604,  36.557, 51,  0,   0.000,   0.000,   0.000,   0.121,   9.244,   2.568,  24.000,  51.000, 105.000,   0.000,   0.000,  212,  73.061
13:17:39:035, 36486197421041,   22.259,   39.000, 2100,   6.977, 209.532,  58.203,   3.723, 132.013,  36.670, 53,  0,   0.000,   0.000,   0.000,   0.120,   9.257,   2.571,  24.000,  51.000, 105.000,   0.000,   0.000,  145,  64.483
13:17:39:145, 36486464030512,   22.369,   33.000, 1300,   5.010, 210.084,  58.357,   2.231, 132.259,  36.739, 51,  0,   0.000,   0.000,   0.000,   0.053,   9.263,   2.573,  24.000,  51.000, 105.000,   0.000,   0.000,   85,  80.076
13:17:39:271, 36486767816952,   22.495,   43.000, 2900,   5.694, 210.799,  58.555,   3.049, 132.642,  36.845, 52,  0,   0.000,   0.000,   0.000,   0.043,   9.269,   2.575,  24.000,  51.000, 105.000,   0.000,   0.000,   30,  89.440
13:17:39:396, 36487071985589,   22.621,   37.000, 2000,   7.301, 211.717,  58.810,   4.614, 133.222,  37.006, 52,  0,   0.000,   0.000,   0.000,   0.070,   9.277,   2.577,  24.000,  51.000, 105.000,   0.000,   0.000,   54,  93.531
13:17:39:520, 36487371040456,   22.744,   39.000, 2600,   7.690, 212.667,  59.074,   5.045, 133.845,  37.179, 52,  0,   0.000,   0.000,   0.000,   0.060,   9.285,   2.579,  24.000,  51.000, 105.000,   0.000,   0.000,   48,  91.665
13:17:39:630, 36487636882186,   22.854,   37.000, 3500,  12.850, 214.080,  59.467,   9.916, 134.935,  37.482, 58,  0,   0.000,   0.000,   0.000,   0.141,   9.300,   2.583,  24.000,  51.000, 105.000,   0.000,   0.000,  116,  77.003
13:17:39:753, 36487935224683,   22.978,   38.000, 3600,  15.517, 215.993,  59.998,  12.439, 136.469,  37.908, 60,  0,   0.000,   0.000,   0.000,   0.235,   9.329,   2.591,  24.000,  51.000, 105.000,   0.000,   0.000,  238,  70.828
13:17:39:861, 36488196964216,   23.086,   35.000, 1600,   5.892, 216.631,  60.175,   3.191, 136.814,  38.004, 52,  0,   0.000,   0.000,   0.000,   0.115,   9.342,   2.595,  24.000,  51.000, 105.000,   0.000,   0.000,  149,  63.766
13:17:39:986, 36488499412464,   23.211,   24.000, 1300,   5.120, 217.271,  60.353,   2.648, 137.145,  38.096, 52,  0,   0.000,   0.000,   0.000,   0.088,   9.353,   2.598,  24.000,  51.000, 105.000,   0.000,   0.000,   89,  59.152
13:17:40:126, 36488838165598,   23.351,   36.000, 1400,   5.839, 218.088,  60.580,   3.142, 137.585,  38.218, 52,  0,   0.000,   0.000,   0.000,   0.171,   9.377,   2.605,  24.000,  51.000, 105.000,   0.000,   0.000,  181,  69.335
13:17:40:266, 36489177005730,   23.491,   37.000, 2700,   6.698, 219.027,  60.841,   2.715, 137.966,  38.324, 52,  0,   0.000,   0.000,   0.000,   0.116,   9.393,   2.609,  24.000,  51.000, 105.000,   0.000,   0.000,  171,  54.133
13:17:40:390, 36489477210483,   23.615,   34.000, 1300,   6.448, 219.827,  61.063,   3.665, 138.420,  38.450, 51,  0,   0.000,   0.000,   0.000,   0.208,   9.419,   2.616,  24.000,  51.000, 105.000,   0.000,   0.000,  205,  50.975
13:17:40:499, 36489740685732,   23.724,   45.000, 1700,   5.766, 220.455,  61.237,   2.460, 138.688,  38.525, 52,  0,   0.000,   0.000,   0.000,   0.025,   9.421,   2.617,  24.000,  51.000, 105.000,   0.000,   0.000,   43,  83.338
13:17:40:623, 36490038805749,   23.847,   41.000, 1800,   7.491, 221.378,  61.494,   3.951, 139.175,  38.660, 52,  0,   0.000,   0.000,   0.000,   0.008,   9.422,   2.617,  24.000,  51.000, 105.000,   0.000,   0.000,   17,  89.323
13:17:40:731, 36490300930991,   23.955,   43.000, 2000,   4.713, 221.888,  61.636,   2.173, 139.411,  38.725, 51,  0,   0.000,   0.000,   0.000,   0.026,   9.425,   2.618,  24.000,  51.000, 105.000,   0.000,   0.000,   31,  95.255
13:17:40:841, 36490567558915,   24.066,   34.000, 3300,   8.532, 222.829,  61.897,   5.069, 139.969,  38.880, 51,  0,   0.000,   0.000,   0.000,   0.055,   9.431,   2.620,  24.000,  51.000, 105.000,   0.000,   0.000,   64,  90.333
13:17:40:981, 36490905263537,   24.205,   34.000, 3800,  11.151, 224.385,  62.329,   7.852, 141.065,  39.185, 58,  0,   0.000,   0.000,   0.000,   0.147,   9.452,   2.626,  24.000,  51.000, 105.000,   0.000,   0.000,  191,  58.646
13:17:41:103, 36491200825032,   24.327,   43.000, 3300,  17.673, 226.545,  62.929,  14.442, 142.830,  39.675, 64,  0,   0.000,   0.000,   0.000,   0.223,   9.479,   2.633,  24.000,  51.000, 105.000,   0.000,   0.000,  208,  65.211
13:17:41:244, 36491541093156,   24.468,   40.000, 2500,  11.085, 228.104,  63.362,   7.730, 143.917,  39.977, 54,  0,   0.000,   0.000,   0.000,   0.036,   9.484,   2.635,  24.000,  51.000, 105.000,   0.000,   0.000,   41,  81.240
13:17:41:368, 36491841368850,   24.592,   41.000, 1600,   6.873, 228.957,  63.599,   4.163, 144.434,  40.120, 52,  0,   0.000,   0.000,   0.000,   0.087,   9.495,   2.638,  24.000,  51.000, 105.000,   0.000,   0.000,   63,  88.978
13:17:41:493, 36492144869261,   24.718,   35.000, 1300,   5.115, 229.599,  63.777,   2.605, 144.761,  40.211, 51,  0,   0.000,   0.000,   0.000,   0.111,   9.509,   2.641,  24.000,  51.000, 105.000,   0.000,   0.000,   92,  58.580
13:17:41:632, 36492480056396,   24.856,   40.000, 1300,   6.325, 230.475,  64.021,   3.073, 145.186,  40.330, 51,  0,   0.000,   0.000,   0.000,   0.153,   9.530,   2.647,  24.000,  51.000, 105.000,   0.000,   0.000,  115,  79.065
